ASIN Buyability Flag,asin_status,CVR%,revenue,asp,units,gv,Images #,Videos #,Has A+ Content,Buybox Winner,Average Rating,Number of Ratings,bb_price,Ad CTR%,Ad CVR%,bsr,brand,Ad CPC$,ASIN (Description),Update Type,Sold By Amazon,Has Coupon?,Has Store Link?,In Stock Today?,category,Sellable On Hand Units,asin,date,Ad Cost,Ad Sales,Ad Clicks,Ad Impressions,Ad Conversions
In Stock,FD,,,,,,5.0,0.0,True,,5.0,3.0,58.07,,,3134.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,False,True,True,Treats & Chews,33.0,B0D436H21V,2026-03-27,,,,,
In Stock,ACTIVE,0.2,49.0,49.28,1.0,5.0,0.0,0.0,True,,4.3,239.0,49.29,0.0,,445.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,12.0,B0D436H21V,2025-07-18,0.0,0.0,0.0,10.0,0.0
In Stock,ACTIVE,0.0,0.0,,0.0,2.0,0.0,0.0,True,,4.3,236.0,49.31,0.0,,447.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,16.0,B0D436H21V,2025-07-17,0.0,0.0,0.0,11.0,0.0
In Stock,ACTIVE,0.5,99.0,49.25,2.0,4.0,0.0,0.0,True,,4.3,236.0,49.25,0.0,,418.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,12.0,B0D436H21V,2025-07-16,0.0,0.0,0.0,16.0,0.0
In Stock,ACTIVE,-0.333,-54.0,54.4,-1.0,3.0,6.0,0.0,True,,4.3,235.0,49.29,0.0,,418.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,False,Treats & Chews,13.0,B0D436H21V,2025-07-15,0.0,0.0,0.0,12.0,0.0
In Stock,ACTIVE,-0.5,-54.0,54.46,-1.0,2.0,6.0,0.0,True,,4.3,235.0,49.29,0.0,,431.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,False,Treats & Chews,13.0,B0D436H21V,2025-07-14,0.0,0.0,0.0,15.0,0.0
In Stock,ACTIVE,0.2,49.0,49.29,1.0,5.0,6.0,0.0,True,,4.3,235.0,55.52,0.05263157894736842,1.0,432.0,Dole,1.31,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,False,Treats & Chews,7.0,B0D436H21V,2025-07-13,1.31,8.43,1.0,19.0,1.0
Short Term OOS,ACTIVE,0.0,0.0,,0.0,1.0,6.0,0.0,True,,4.3,233.0,55.49,0.05,0.0,452.0,Dole,1.5,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,False,Treats & Chews,9.0,B0D436H21V,2025-07-12,1.5,0.0,1.0,20.0,0.0
In Stock,ACTIVE,0.0,0.0,,0.0,3.0,6.0,0.0,True,,4.3,231.0,54.46,0.0,,477.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,False,Treats & Chews,12.0,B0D436H21V,2025-07-11,0.0,0.0,0.0,19.0,0.0
In Stock,ACTIVE,2.0,109.0,54.46,2.0,1.0,6.0,0.0,True,,4.3,228.0,54.43,0.0,,456.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,12.0,B0D436H21V,2025-07-10,0.0,0.0,0.0,4.0,0.0
In Stock,ACTIVE,0.0,0.0,,0.0,4.0,6.0,0.0,True,,4.3,228.0,54.4,0.0,,425.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,17.0,B0D436H21V,2025-07-09,0.0,0.0,0.0,1.0,0.0
In Stock,ACTIVE,0.5,54.0,54.44,1.0,2.0,6.0,0.0,True,,4.3,227.0,54.44,0.0,,408.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,23.0,B0D436H21V,2025-07-08,0.0,0.0,0.0,16.0,0.0
In Stock,ACTIVE,0.0,,,,5.0,6.0,0.0,True,,4.3,226.0,54.44,0.0,,376.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,27.0,B0D436H21V,2025-07-07,0.0,0.0,0.0,20.0,0.0
In Stock,ACTIVE,0.25,54.0,54.44,1.0,4.0,6.0,0.0,True,,4.3,226.0,54.44,0.0,,374.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,27.0,B0D436H21V,2025-07-06,0.0,0.0,0.0,12.0,0.0
In Stock,ACTIVE,0.0,0.0,,0.0,1.0,6.0,0.0,True,,4.3,220.0,54.77,0.0,,374.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,27.0,B0D436H21V,2025-07-05,0.0,0.0,0.0,13.0,0.0
In Stock,ACTIVE,0.333,55.0,54.75,1.0,3.0,6.0,0.0,True,,4.3,220.0,55.19,0.0,,369.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,25.0,B0D436H21V,2025-07-04,0.0,0.0,0.0,28.0,0.0
In Stock,ACTIVE,,0.0,,0.0,0.0,6.0,0.0,True,,4.3,218.0,56.36,0.0,,371.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,25.0,B0D436H21V,2025-07-03,0.0,0.0,0.0,27.0,0.0
In Stock,ACTIVE,0.75,169.0,56.36,3.0,4.0,6.0,0.0,True,,4.3,217.0,56.35,0.0,,357.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,31.0,B0D436H21V,2025-07-02,0.0,0.0,0.0,7.0,0.0
In Stock,ACTIVE,0.0,,,,2.0,6.0,0.0,True,,4.3,217.0,56.27,,,367.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,False,Treats & Chews,34.0,B0D436H21V,2025-07-01,0.0,0.0,0.0,0.0,0.0
In Stock,ACTIVE,0.5,56.0,56.26,1.0,2.0,6.0,0.0,True,,4.3,215.0,56.28,,,349.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,False,Treats & Chews,30.0,B0D436H21V,2025-06-30,,,,,
In Stock,ACTIVE,0.5,113.0,56.27,2.0,4.0,6.0,0.0,True,,4.3,214.0,56.76,,,353.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,False,Treats & Chews,30.0,B0D436H21V,2025-06-29,,,,,
In Stock,ACTIVE,0.0,0.0,,0.0,4.0,6.0,0.0,True,,4.3,212.0,56.73,,,362.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,False,Treats & Chews,30.0,B0D436H21V,2025-06-28,,,,,
In Stock,ACTIVE,0.25,57.0,56.73,1.0,4.0,6.0,0.0,True,,4.3,212.0,56.72,,,353.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,False,Treats & Chews,33.0,B0D436H21V,2025-06-27,,,,,
In Stock,ACTIVE,0.0,0.0,,0.0,5.0,6.0,0.0,True,,4.3,210.0,56.73,,,331.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,False,Treats & Chews,31.0,B0D436H21V,2025-06-26,,,,,
In Stock,ACTIVE,0.286,113.0,56.72,2.0,7.0,6.0,0.0,True,,4.3,210.0,57.39,,,322.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,False,Treats & Chews,32.0,B0D436H21V,2025-06-25,,,,,
In Stock,ACTIVE,0.0,,,,3.0,6.0,0.0,True,,4.3,208.0,57.4,,,309.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,31.0,B0D436H21V,2025-06-24,,,,,
In Stock,ACTIVE,0.0,0.0,,0.0,2.0,6.0,1.0,True,,4.3,207.0,57.39,,,314.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,29.0,B0D436H21V,2025-06-23,,,,,
In Stock,ACTIVE,0.375,172.0,57.39,3.0,8.0,6.0,1.0,True,,4.3,205.0,57.39,,,317.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,30.0,B0D436H21V,2025-06-22,,,,,
In Stock,ACTIVE,0.0,,,,7.0,6.0,1.0,True,,4.3,204.0,57.38,,,331.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,30.0,B0D436H21V,2025-06-21,,,,,
In Stock,ACTIVE,0.0,,,,6.0,6.0,1.0,True,,4.3,203.0,57.38,,,322.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,28.0,B0D436H21V,2025-06-20,,,,,
In Stock,ACTIVE,0.0,,,,8.0,6.0,1.0,True,,4.2,202.0,57.31,,,327.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,28.0,B0D436H21V,2025-06-19,,,,,
In Stock,ACTIVE,0.0,,,,8.0,6.0,1.0,True,,4.2,202.0,57.3,,,310.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,24.0,B0D436H21V,2025-06-18,,,,,
In Stock,ACTIVE,0.0,0.0,,0.0,10.0,6.0,1.0,True,,4.2,201.0,57.3,,,375.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,18.0,B0D436H21V,2025-06-17,,,,,
In Stock,ACTIVE,0.0,0.0,,0.0,6.0,6.0,1.0,True,,4.2,198.0,57.3,0.0,,370.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,15.0,B0D436H21V,2025-06-16,0.0,0.0,0.0,31.0,0.0
In Stock,ACTIVE,0.0,0.0,,0.0,10.0,6.0,1.0,True,,4.2,196.0,57.23,0.0,,358.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,13.0,B0D436H21V,2025-06-15,0.0,0.0,0.0,21.0,0.0
In Stock,ACTIVE,0.0,0.0,,0.0,9.0,6.0,1.0,True,,4.2,196.0,58.08,0.0,,345.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,8.0,B0D436H21V,2025-06-14,0.0,0.0,0.0,15.0,0.0
In Stock,ACTIVE,0.143,58.0,58.08,1.0,7.0,6.0,1.0,True,,4.2,195.0,58.08,0.0,,334.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,10.0,B0D436H21V,2025-06-13,0.0,0.0,0.0,28.0,0.0
In Stock,ACTIVE,0.5,58.0,58.06,1.0,2.0,6.0,1.0,True,,4.2,195.0,58.07,0.0,,327.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,9.0,B0D436H21V,2025-06-12,0.0,0.0,0.0,40.0,0.0
In Stock,ACTIVE,0.0,,,,6.0,6.0,1.0,True,,4.3,193.0,58.06,0.0,,322.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,11.0,B0D436H21V,2025-06-11,0.0,0.0,0.0,12.0,0.0
In Stock,ACTIVE,0.0,0.0,,0.0,2.0,6.0,1.0,True,,4.3,193.0,57.92,0.0,,325.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,18.0,B0D436H21V,2025-06-10,0.0,0.0,0.0,19.0,0.0
In Stock,ACTIVE,0.2,58.0,57.92,1.0,5.0,6.0,1.0,True,,4.3,191.0,57.92,0.0,,337.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,7.0,B0D436H21V,2025-06-09,0.0,0.0,0.0,33.0,0.0
In Stock,ACTIVE,0.143,116.0,57.92,2.0,14.0,6.0,1.0,True,,4.3,189.0,55.88,0.0375,0.3333333333333333,346.0,Dole,1.18,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,8.0,B0D436H21V,2025-06-08,3.54,20.88,3.0,80.0,1.0
In Stock,ACTIVE,0.0,,,,9.0,6.0,1.0,True,,4.3,186.0,54.79,0.0,,336.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,8.0,B0D436H21V,2025-06-07,0.0,0.0,0.0,90.0,0.0
In Stock,ACTIVE,0.0,1.0,,0.0,7.0,6.0,1.0,True,,4.2,185.0,54.79,0.0,,356.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,8.0,B0D436H21V,2025-06-06,0.0,0.0,0.0,133.0,0.0
In Stock,ACTIVE,0.75,163.0,54.25,3.0,4.0,6.0,1.0,True,,4.2,185.0,54.16,0.0,,360.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,9.0,B0D436H21V,2025-06-05,0.0,0.0,0.0,121.0,0.0
In Stock,ACTIVE,0.5,54.0,54.16,1.0,2.0,6.0,1.0,True,,4.2,182.0,54.09,0.0,,372.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,9.0,B0D436H21V,2025-06-04,0.0,0.0,0.0,132.0,0.0
Short Term OOS,ACTIVE,0.0,0.0,,0.0,3.0,6.0,1.0,True,,4.2,181.0,54.69,0.0,,348.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,7.0,B0D436H21V,2025-06-03,0.0,0.0,0.0,51.0,0.0
Short Term OOS,ACTIVE,0.0,0.0,,0.0,4.0,6.0,1.0,True,,4.2,180.0,54.67,0.009852216748768473,0.0,394.0,Dole,1.915,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,7.0,B0D436H21V,2025-06-02,3.83,0.0,2.0,203.0,0.0
Short Term OOS,ACTIVE,0.333,55.0,54.67,1.0,3.0,6.0,1.0,True,,4.2,179.0,54.01,0.0,,401.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,10.0,B0D436H21V,2025-06-01,0.0,0.0,0.0,90.0,0.0
Short Term OOS,ACTIVE,0.0,0.0,,0.0,9.0,6.0,1.0,True,,4.2,178.0,53.98,0.003968253968253968,0.0,435.0,Dole,1.87,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,8.0,B0D436H21V,2025-05-31,1.87,0.0,1.0,252.0,0.0
Short Term OOS,ACTIVE,0.0,,,,5.0,6.0,1.0,True,,4.2,178.0,53.96,0.0,,444.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,5.0,B0D436H21V,2025-05-30,0.0,0.0,0.0,188.0,0.0
In Stock,ACTIVE,0.111,54.0,53.92,1.0,9.0,6.0,1.0,True,,4.2,177.0,53.92,0.009174311926605505,0.0,402.0,Dole,2.19,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,5.0,B0D436H21V,2025-05-29,2.19,0.0,1.0,109.0,0.0
In Stock,ACTIVE,0.0,0.0,,0.0,4.0,6.0,1.0,True,,4.2,177.0,53.87,0.0,,400.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,5.0,B0D436H21V,2025-05-28,0.0,0.0,0.0,155.0,0.0
In Stock,ACTIVE,0.143,54.0,53.87,1.0,7.0,6.0,1.0,True,,4.2,175.0,53.87,0.0,,400.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,6.0,B0D436H21V,2025-05-27,0.0,0.0,0.0,129.0,0.0
In Stock,ACTIVE,0.0,,,,8.0,6.0,1.0,True,,4.2,173.0,58.95,0.0184331797235023,0.0,367.0,Dole,1.85,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,6.0,B0D436H21V,2025-05-26,7.4,0.0,4.0,217.0,0.0
In Stock,ACTIVE,0.0,,,,7.0,6.0,1.0,True,,4.2,172.0,58.95,0.01162790697674419,0.0,399.0,Dole,1.75,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,6.0,B0D436H21V,2025-05-25,1.75,0.0,1.0,86.0,0.0
In Stock,ACTIVE,0.0,,,,8.0,6.0,1.0,True,,4.2,170.0,58.95,0.0,,425.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,6.0,B0D436H21V,2025-05-24,0.0,6.96,0.0,91.0,1.0
In Stock,ACTIVE,0.0,,,,6.0,6.0,1.0,True,,4.2,169.0,58.95,0.007194244604316547,3.0,401.0,Dole,1.65,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,6.0,B0D436H21V,2025-05-23,1.65,44.96,1.0,139.0,3.0
In Stock,ACTIVE,0.0,0.0,,0.0,3.0,6.0,1.0,True,,4.2,169.0,58.95,0.0,,418.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,True,Treats & Chews,6.0,B0D436H21V,2025-05-22,0.0,0.0,0.0,29.0,0.0
In Stock,ACTIVE,0.0,0.0,,0.0,1.0,6.0,1.0,True,Integrity Goods LLC,4.2,167.0,58.95,,,400.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],False,False,True,True,Treats & Chews,7.0,B0D436H21V,2025-05-21,0.0,0.0,0.0,0.0,0.0
In Stock,ACTIVE,0.333,59.0,58.99,1.0,3.0,6.0,1.0,True,,4.2,166.0,58.99,0.0,,402.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,False,Treats & Chews,8.0,B0D436H21V,2025-05-20,0.0,0.0,0.0,27.0,0.0
In Stock,ACTIVE,0.25,59.0,58.99,1.0,4.0,6.0,0.0,False,,4.2,166.0,58.99,0.0,,380.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,False,Treats & Chews,9.0,B0D436H21V,2025-05-19,0.0,0.0,0.0,21.0,0.0
In Stock,ACTIVE,0.0,,,,6.0,6.0,1.0,True,,4.2,165.0,58.99,0.0,,374.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,False,Treats & Chews,9.0,B0D436H21V,2025-05-18,0.0,0.0,0.0,12.0,0.0
In Stock,ACTIVE,0.0,,,,4.0,6.0,1.0,True,,4.2,165.0,58.99,0.05263157894736842,1.0,403.0,Dole,2.0,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,False,Treats & Chews,9.0,B0D436H21V,2025-05-17,2.0,5.48,1.0,19.0,1.0
In Stock,ACTIVE,0.0,,,,10.0,6.0,1.0,True,,4.2,165.0,58.99,0.02564102564102564,0.0,387.0,Dole,0.54,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,False,Treats & Chews,9.0,B0D436H21V,2025-05-16,0.54,0.0,1.0,39.0,0.0
In Stock,ACTIVE,0.0,,,,7.0,6.0,1.0,True,,4.2,165.0,58.99,0.0,,397.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,False,Treats & Chews,9.0,B0D436H21V,2025-05-15,0.0,0.0,0.0,31.0,0.0
In Stock,ACTIVE,0.0,,,,15.0,6.0,1.0,True,,4.2,165.0,58.99,0.0,,404.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,False,Treats & Chews,9.0,B0D436H21V,2025-05-14,0.0,0.0,0.0,13.0,0.0
In Stock,ACTIVE,0.0,,,,7.0,6.0,1.0,True,,4.2,165.0,58.99,0.0,,398.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,False,Treats & Chews,9.0,B0D436H21V,2025-05-13,0.0,0.0,0.0,8.0,0.0
In Stock,ACTIVE,0.0,0.0,,0.0,11.0,6.0,1.0,True,,4.2,165.0,58.99,,,357.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,False,Treats & Chews,9.0,B0D436H21V,2025-05-12,0.0,0.0,0.0,0.0,0.0
In Stock,ACTIVE,-0.091,-59.0,58.99,-1.0,11.0,6.0,1.0,True,,4.2,165.0,58.99,,,294.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,False,Treats & Chews,9.0,B0D436H21V,2025-05-11,0.0,0.0,0.0,0.0,0.0
In Stock,ACTIVE,0.067,59.0,58.99,1.0,15.0,6.0,1.0,True,,4.2,164.0,58.99,,,318.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,False,Treats & Chews,9.0,B0D436H21V,2025-05-10,0.0,0.0,0.0,0.0,0.0
In Stock,ACTIVE,0.0,0.0,,0.0,9.0,6.0,1.0,True,,4.2,163.0,58.99,,,334.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,False,Treats & Chews,11.0,B0D436H21V,2025-05-09,,,,,
In Stock,ACTIVE,0.067,59.0,58.99,1.0,15.0,6.0,1.0,True,,4.2,161.0,58.99,,,364.0,Dole,,B0D436H21V (Dole Molded Chew; Banana; 8oz bag/5ct  [Carton Inner] & *** 6 Pc Multi-Pk ***),[],True,True,True,False,Treats & Chews,11.0,B0D436H21V,2025-05-08,,,,,
Redirect,ACTIVE,,,,,,0.0,0.0,False,,,,,,,42.0,Clorox,,B0D43845DZ (Clorox Fraganzia - Small Spaces Air Fresheners 7.5ml - Fresh Ocean Breeze & *** 12 Pc Multi-Pk ***),[],False,False,False,True,Air Care,,B0D43845DZ,2026-05-15,,,,,
Redirect,ACTIVE,,,,,,0.0,0.0,False,,,,,,,42.0,Clorox,,B0D43845DZ (Clorox Fraganzia - Small Spaces Air Fresheners 7.5ml - Fresh Ocean Breeze & *** 12 Pc Multi-Pk ***),[],False,False,False,True,Air Care,,B0D43845DZ,2026-05-14,,,,,
Redirect,ACTIVE,,,,,,0.0,0.0,False,,,,,,,46.0,Clorox,,B0D43845DZ (Clorox Fraganzia - Small Spaces Air Fresheners 7.5ml - Fresh Ocean Breeze & *** 12 Pc Multi-Pk ***),[],False,False,False,True,Air Care,,B0D43845DZ,2026-05-13,,,,,
Redirect,ACTIVE,,,,,,0.0,0.0,False,,,,,,,35.0,Clorox,,B0D43845DZ (Clorox Fraganzia - Small Spaces Air Fresheners 7.5ml - Fresh Ocean Breeze & *** 12 Pc Multi-Pk ***),[],False,False,False,True,Air Care,,B0D43845DZ,2026-05-12,,,,,
