key,cust,mstyle,model_base,model_vp2,baseline_mode_base,baseline_mode_vp2,old_wkly,new_wkly,old_26w,new_26w,delta_units,delta_pct
1864-BB0237,"AMAZON.COM.KYDC,INC",BB0237,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 31158 units),L13 nz-avg (OOS: fill-rate 7% over 31158 units),2478.9,2599.8,64452,67596,3144,4.9
1864-BB25518,"AMAZON.COM.KYDC,INC",BB25518,Croston's,Croston's,,,37.6,39.5,978,1026,48,4.9
1864-BB19109,"AMAZON.COM.KYDC,INC",BB19109,Croston's,Croston's,,,19.2,20.1,498,522,24,4.8
1864-BB30587PCS6,"AMAZON.COM.KYDC,INC",BB30587PCS6,Croston's,Croston's,,,0.8,0.8,21,22,1,4.8
1864-BB35094,"AMAZON.COM.KYDC,INC",BB35094,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 3408 units),L13 nz-avg (OOS: fill-rate 8% over 3408 units),233.5,244.8,6072,6366,294,4.8
1864-BB36982,"AMAZON.COM.KYDC,INC",BB36982,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 873 units),L13 nz-avg (OOS: fill-rate 6% over 873 units),57.5,60.2,1494,1566,72,4.8
1864-BB0236,"AMAZON.COM.KYDC,INC",BB0236,Croston's,Croston's,,,15.0,15.7,390,408,18,4.6
1864-BB15073PCS6,"AMAZON.COM.KYDC,INC",BB15073PCS6,Croston's,Croston's,,,4.3,4.5,111,116,5,4.5
1864-BB21641PCS12,"AMAZON.COM.KYDC,INC",BB21641PCS12,Croston's,Croston's,,,42.2,44.0,1097,1145,48,4.4
1864-BB30587EC,"AMAZON.COM.KYDC,INC",BB30587EC,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 366 units),L13 nz-avg (OOS: fill-rate 7% over 366 units),21.0,21.9,546,570,24,4.4
1864-BB35039PCS6,"AMAZON.COM.KYDC,INC",BB35039PCS6,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 12% over 113 units),L13 nz-avg (OOS: fill-rate 12% over 113 units),13.1,13.7,341,356,15,4.4
1864-BB12752,"AMAZON.COM.KYDC,INC",BB12752,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 1020 units),L13 nz-avg (OOS: fill-rate 8% over 1020 units),54.0,56.3,1404,1464,60,4.3
1864-BB36989,"AMAZON.COM.KYDC,INC",BB36989,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 5% over 1932 units),L13 nz-avg (OOS: fill-rate 5% over 1932 units),162.7,169.6,4230,4410,180,4.3
1864-FF10477EC,"AMAZON.COM.KYDC,INC",FF10477EC,Croston's,Croston's,,,227.5,237.2,5916,6168,252,4.3
1864-BB0131AMZ6,"AMAZON.COM.KYDC,INC",BB0131AMZ6,Croston's,Croston's,,,16.6,17.3,431,449,18,4.2
1864-BB0150PCS12,"AMAZON.COM.KYDC,INC",BB0150PCS12,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 741 units),L13 nz-avg (OOS: fill-rate 9% over 741 units),50.3,52.4,1308,1363,55,4.2
1864-BB21642PCS12,"AMAZON.COM.KYDC,INC",BB21642PCS12,Croston's,Croston's,,,6.3,6.6,165,172,7,4.2
1864-BB35043,"AMAZON.COM.KYDC,INC",BB35043,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 12% over 1992 units),L13 nz-avg (OOS: fill-rate 12% over 1992 units),232.2,241.8,6036,6288,252,4.2
1864-BB35100,"AMAZON.COM.KYDC,INC",BB35100,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 702 units),L13 nz-avg (OOS: fill-rate 7% over 702 units),59.8,62.3,1554,1620,66,4.2
1864-BB0712,"AMAZON.COM.KYDC,INC",BB0712,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 3% over 1198 units),L13 nz-avg (OOS: fill-rate 3% over 1198 units),56.5,58.8,1470,1530,60,4.1
1864-BB0759,"AMAZON.COM.KYDC,INC",BB0759,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 834 units),L13 nz-avg (OOS: fill-rate 7% over 834 units),78.2,81.5,2034,2118,84,4.1
1864-BB15230PCS10,"AMAZON.COM.KYDC,INC",BB15230PCS10,Croston's,Croston's,,,3.7,3.9,97,101,4,4.1
1864-BB0009AMZ6,"AMAZON.COM.KYDC,INC",BB0009AMZ6,Croston's,Croston's,,,1.9,2.0,50,52,2,4.0
1864-BB0080EC,"AMAZON.COM.KYDC,INC",BB0080EC,Croston's,Croston's,,,52.4,54.5,1362,1416,54,4.0
1864-BB0083AMZ6,"AMAZON.COM.KYDC,INC",BB0083AMZ6,Croston's,Croston's,,,1.0,1.0,25,26,1,4.0
1864-BB0102,"AMAZON.COM.KYDC,INC",BB0102,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 792 units),L13 nz-avg (OOS: fill-rate 8% over 792 units),91.8,95.5,2388,2484,96,4.0
1864-BB0152,"AMAZON.COM.KYDC,INC",BB0152,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 288 units),L13 nz-avg (OOS: fill-rate 9% over 288 units),11.5,12.0,300,312,12,4.0
1864-BB12479,"AMAZON.COM.KYDC,INC",BB12479,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 876 units),L13 nz-avg (OOS: fill-rate 8% over 876 units),62.8,65.3,1632,1698,66,4.0
1864-BB29477,"AMAZON.COM.KYDC,INC",BB29477,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 1620 units),L13 nz-avg (OOS: fill-rate 9% over 1620 units),127.8,132.9,3324,3456,132,4.0
1864-BB31202,"AMAZON.COM.KYDC,INC",BB31202,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 1692 units),L13 nz-avg (OOS: fill-rate 7% over 1692 units),197.1,204.9,5124,5328,204,4.0
1864-BB33525,"AMAZON.COM.KYDC,INC",BB33525,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 1020 units),L13 nz-avg (OOS: fill-rate 9% over 1020 units),86.3,89.8,2244,2334,90,4.0
1864-BB34403,"AMAZON.COM.KYDC,INC",BB34403,Croston's,Croston's,,,11.5,12.0,300,312,12,4.0
1864-BB35917,"AMAZON.COM.KYDC,INC",BB35917,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 4% over 240 units),L13 nz-avg (OOS: fill-rate 4% over 240 units),23.3,24.2,606,630,24,4.0
1864-BB35918,"AMAZON.COM.KYDC,INC",BB35918,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 2% over 237 units),L13 nz-avg (OOS: fill-rate 2% over 237 units),11.5,12.0,300,312,12,4.0
1864-BB0082,"AMAZON.COM.KYDC,INC",BB0082,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 270 units),L13 nz-avg (OOS: fill-rate 7% over 270 units),23.8,24.7,618,642,24,3.9
1864-BB11917,"AMAZON.COM.KYDC,INC",BB11917,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 4% over 12480 units),L13 nz-avg (OOS: fill-rate 4% over 12480 units),1090.6,1132.6,28356,29448,1092,3.9
1864-BB13448PCS3,"AMAZON.COM.KYDC,INC",BB13448PCS3,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 2226 units),L13 nz-avg (OOS: fill-rate 6% over 2226 units),188.9,196.2,4912,5102,190,3.9
1864-BB16534PCS12,"AMAZON.COM.KYDC,INC",BB16534PCS12,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 190 units),L13 nz-avg (OOS: fill-rate 8% over 190 units),8.9,9.2,231,240,9,3.9
1864-BB28325,"AMAZON.COM.KYDC,INC",BB28325,Croston's,Croston's,,,19.6,20.4,510,530,20,3.9
1864-BB28473,"AMAZON.COM.KYDC,INC",BB28473,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 10% over 6828 units),L13 nz-avg (OOS: fill-rate 10% over 6828 units),442.6,459.7,11508,11952,444,3.9
1864-BB28720,"AMAZON.COM.KYDC,INC",BB28720,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 1415 units),L13 nz-avg (OOS: fill-rate 6% over 1415 units),165.2,171.7,4296,4464,168,3.9
1864-BB28720PCS12,"AMAZON.COM.KYDC,INC",BB28720PCS12,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 15% over 68 units),L13 nz-avg (OOS: fill-rate 15% over 68 units),8.0,8.3,207,215,8,3.9
1864-BB29561PCS12,"AMAZON.COM.KYDC,INC",BB29561PCS12,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 53 units),L13 nz-avg (OOS: fill-rate 8% over 53 units),5.9,6.1,153,159,6,3.9
1864-BB33030,"AMAZON.COM.KYDC,INC",BB33030,Croston's,Croston's,,,29.3,30.5,762,792,30,3.9
1864-BB0473,"AMAZON.COM.KYDC,INC",BB0473,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 2172 units),L13 nz-avg (OOS: fill-rate 9% over 2172 units),214.2,222.2,5568,5778,210,3.8
1864-BB16853PCS2,"AMAZON.COM.KYDC,INC",BB16853PCS2,Croston's,Croston's,,,108.7,112.8,2826,2934,108,3.8
1864-BB21058/6,"AMAZON.COM.KYDC,INC",BB21058/6,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 5784 units),L13 nz-avg (OOS: fill-rate 7% over 5784 units),401.3,416.5,10434,10830,396,3.8
1864-BB22272,"AMAZON.COM.KYDC,INC",BB22272,Croston's,Croston's,,,605.5,628.6,15744,16344,600,3.8
1864-BB33532,"AMAZON.COM.KYDC,INC",BB33532,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 870 units),L13 nz-avg (OOS: fill-rate 8% over 870 units),67.4,69.9,1752,1818,66,3.8
1864-BB34751,"AMAZON.COM.KYDC,INC",BB34751,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 204 units),L13 nz-avg (OOS: fill-rate 8% over 204 units),18.5,19.2,480,498,18,3.8
1864-BB35039,"AMAZON.COM.KYDC,INC",BB35039,Croston's,Croston's,,,298.2,309.5,7752,8046,294,3.8
1864-BB35099,"AMAZON.COM.KYDC,INC",BB35099,Croston's,Croston's,,,258.8,268.7,6730,6986,256,3.8
1864-BB35103,"AMAZON.COM.KYDC,INC",BB35103,Croston's,Croston's,,,120.0,124.6,3120,3240,120,3.8
1864-BB38638,"AMAZON.COM.KYDC,INC",BB38638,Croston's,Croston's,,,72.7,75.5,1890,1962,72,3.8
1864-FF27268,"AMAZON.COM.KYDC,INC",FF27268,Croston's,Croston's,,,18.5,19.2,480,498,18,3.8
1864-BB0100,"AMAZON.COM.KYDC,INC",BB0100,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 1908 units),L13 nz-avg (OOS: fill-rate 8% over 1908 units),189.2,196.2,4920,5100,180,3.7
1864-BB0473PCS6,"AMAZON.COM.KYDC,INC",BB0473PCS6,Seasonal Baseline,Seasonal Baseline,"L13 all-weeks avg (default: 2 legitimate zero weeks, fill-rate 7%)","L13 all-weeks avg (default: 2 legitimate zero weeks, fill-rate 7%)",3.2,3.3,82,85,3,3.7
1864-BB11150PCS6,"AMAZON.COM.KYDC,INC",BB11150PCS6,Seasonal Baseline,Seasonal Baseline,"L13 all-weeks avg (default: 3 legitimate zero weeks, fill-rate 8%)","L13 all-weeks avg (default: 3 legitimate zero weeks, fill-rate 8%)",3.1,3.2,81,84,3,3.7
1864-BB12383,"AMAZON.COM.KYDC,INC",BB12383,Croston's,Croston's,,,49.8,51.7,1296,1344,48,3.7
1864-BB15067,"AMAZON.COM.KYDC,INC",BB15067,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 19% over 852 units),L13 nz-avg (OOS: fill-rate 19% over 852 units),99.7,103.4,2592,2688,96,3.7
1864-BB15230PX5,"AMAZON.COM.KYDC,INC",BB15230PX5,Heuristic,Heuristic,,,6.3,6.5,164,170,6,3.7
1864-BB15776PCS12,"AMAZON.COM.KYDC,INC",BB15776PCS12,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 93 units),L13 nz-avg (OOS: fill-rate 8% over 93 units),10.3,10.7,269,279,10,3.7
1864-BB21626,"AMAZON.COM.KYDC,INC",BB21626,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 486 units),L13 nz-avg (OOS: fill-rate 8% over 486 units),37.4,38.8,972,1008,36,3.7
1864-BB21641,"AMAZON.COM.KYDC,INC",BB21641,Croston's,Croston's,,,176.8,183.2,4596,4764,168,3.7
1864-BB28480PCS12,"AMAZON.COM.KYDC,INC",BB28480PCS12,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 12% over 338 units),L13 nz-avg (OOS: fill-rate 12% over 338 units),39.5,41.0,1028,1066,38,3.7
1864-BB33248,"AMAZON.COM.KYDC,INC",BB33248,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 2256 units),L13 nz-avg (OOS: fill-rate 7% over 2256 units),265.4,275.1,6900,7152,252,3.7
1864-BB35097,"AMAZON.COM.KYDC,INC",BB35097,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 10026 units),L13 nz-avg (OOS: fill-rate 8% over 10026 units),919.2,953.1,23898,24780,882,3.7
1864-BB35098,"AMAZON.COM.KYDC,INC",BB35098,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 3942 units),L13 nz-avg (OOS: fill-rate 7% over 3942 units),336.2,348.7,8742,9066,324,3.7
1864-BB0094,"AMAZON.COM.KYDC,INC",BB0094,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 2256 units),L13 nz-avg (OOS: fill-rate 8% over 2256 units),215.5,223.4,5604,5808,204,3.6
1864-BB0096,"AMAZON.COM.KYDC,INC",BB0096,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 5004 units),L13 nz-avg (OOS: fill-rate 9% over 5004 units),371.1,384.5,9648,9996,348,3.6
1864-BB0100PCS2,"AMAZON.COM.KYDC,INC",BB0100PCS2,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 5% over 376 units),L13 nz-avg (OOS: fill-rate 5% over 376 units),25.8,26.8,672,696,24,3.6
1864-BB0150,"AMAZON.COM.KYDC,INC",BB0150,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 7332 units),L13 nz-avg (OOS: fill-rate 7% over 7332 units),855.2,885.7,22236,23028,792,3.6
1864-BB11483,"AMAZON.COM.KYDC,INC",BB11483,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 7752 units),L13 nz-avg (OOS: fill-rate 7% over 7752 units),918.0,951.0,23868,24726,858,3.6
1864-BB12028,"AMAZON.COM.KYDC,INC",BB12028,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 588 units),L13 nz-avg (OOS: fill-rate 7% over 588 units),57.0,59.1,1482,1536,54,3.6
1864-BB19113,"AMAZON.COM.KYDC,INC",BB19113,Croston's,Croston's,,,316.2,327.7,8220,8520,300,3.6
1864-BB19154,"AMAZON.COM.KYDC,INC",BB19154,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 14% over 162 units),L13 nz-avg (OOS: fill-rate 14% over 162 units),19.4,20.1,504,522,18,3.6
1864-BB21250,"AMAZON.COM.KYDC,INC",BB21250,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 33192 units),L13 nz-avg (OOS: fill-rate 6% over 33192 units),2724.9,2821.8,70848,73368,2520,3.6
1864-BB22116,"AMAZON.COM.KYDC,INC",BB22116,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 10% over 10002 units),L13 nz-avg (OOS: fill-rate 10% over 10002 units),820.8,850.4,21342,22110,768,3.6
1864-BB28719PCS12,"AMAZON.COM.KYDC,INC",BB28719PCS12,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 852 units),L13 nz-avg (OOS: fill-rate 8% over 852 units),61.2,63.4,1591,1649,58,3.6
1864-BB29477PCS12,"AMAZON.COM.KYDC,INC",BB29477PCS12,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 203 units),L13 nz-avg (OOS: fill-rate 7% over 203 units),17.3,17.9,449,465,16,3.6
1864-BB30930,"AMAZON.COM.KYDC,INC",BB30930,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 25572 units),L13 nz-avg (OOS: fill-rate 7% over 25572 units),2030.3,2102.8,52788,54672,1884,3.6
1864-BB31553PCS3,"AMAZON.COM.KYDC,INC",BB31553PCS3,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 4% over 517 units),L13 nz-avg (OOS: fill-rate 4% over 517 units),33.8,35.1,880,912,32,3.6
1864-BB33530,"AMAZON.COM.KYDC,INC",BB33530,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 1308 units),L13 nz-avg (OOS: fill-rate 9% over 1308 units),136.2,141.0,3540,3666,126,3.6
1864-BB0126,"AMAZON.COM.KYDC,INC",BB0126,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 732 units),L13 nz-avg (OOS: fill-rate 8% over 732 units),85.4,88.4,2220,2298,78,3.5
1864-BB13435PCS3,"AMAZON.COM.KYDC,INC",BB13435PCS3,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 2448 units),L13 nz-avg (OOS: fill-rate 8% over 2448 units),286.7,296.7,7454,7714,260,3.5
1864-BB13437,"AMAZON.COM.KYDC,INC",BB13437,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 22176 units),L13 nz-avg (OOS: fill-rate 9% over 22176 units),2589.7,2680.6,67332,69696,2364,3.5
1864-BB13439,"AMAZON.COM.KYDC,INC",BB13439,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 12% over 3480 units),L13 nz-avg (OOS: fill-rate 12% over 3480 units),283.8,293.8,7380,7638,258,3.5
1864-BB16691,"AMAZON.COM.KYDC,INC",BB16691,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 4704 units),L13 nz-avg (OOS: fill-rate 7% over 4704 units),398.8,412.6,10368,10728,360,3.5
1864-BB20552,"AMAZON.COM.KYDC,INC",BB20552,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 27528 units),L13 nz-avg (OOS: fill-rate 8% over 27528 units),2241.2,2319.2,58272,60300,2028,3.5
1864-BB24877PCS2,"AMAZON.COM.KYDC,INC",BB24877PCS2,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 756 units),L13 nz-avg (OOS: fill-rate 7% over 756 units),70.5,72.9,1832,1896,64,3.5
1864-BB26053PX2,"AMAZON.COM.KYDC,INC",BB26053PX2,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 5% over 1404 units),L13 nz-avg (OOS: fill-rate 5% over 1404 units),65.2,67.5,1696,1756,60,3.5
1864-BB27206,"AMAZON.COM.KYDC,INC",BB27206,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 10% over 4480 units),L13 nz-avg (OOS: fill-rate 10% over 4480 units),525.2,543.4,13656,14128,472,3.5
1864-BB27773,"AMAZON.COM.KYDC,INC",BB27773,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 6900 units),L13 nz-avg (OOS: fill-rate 7% over 6900 units),338.1,350.0,8790,9100,310,3.5
1864-BB28719,"AMAZON.COM.KYDC,INC",BB28719,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 11% over 10380 units),L13 nz-avg (OOS: fill-rate 11% over 10380 units),1213.4,1255.8,31548,32652,1104,3.5
1864-BB30424,"AMAZON.COM.KYDC,INC",BB30424,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 10% over 2700 units),L13 nz-avg (OOS: fill-rate 10% over 2700 units),318.0,329.1,8268,8556,288,3.5
1864-BB30930PCS12,"AMAZON.COM.KYDC,INC",BB30930PCS12,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 12% over 57 units),L13 nz-avg (OOS: fill-rate 12% over 57 units),6.7,6.9,173,179,6,3.5
1864-BB13448,"AMAZON.COM.KYDC,INC",BB13448,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 11% over 4716 units),L13 nz-avg (OOS: fill-rate 11% over 4716 units),467.8,483.5,12162,12570,408,3.4
1864-BB14658,"AMAZON.COM.KYDC,INC",BB14658,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 10% over 6140 units),L13 nz-avg (OOS: fill-rate 10% over 6140 units),676.5,699.2,17590,18180,590,3.4
1864-BB15076,"AMAZON.COM.KYDC,INC",BB15076,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 1152 units),L13 nz-avg (OOS: fill-rate 8% over 1152 units),94.2,97.4,2448,2532,84,3.4
1864-BB16537,"AMAZON.COM.KYDC,INC",BB16537,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 552 units),L13 nz-avg (OOS: fill-rate 9% over 552 units),53.5,55.4,1392,1440,48,3.4
1864-BB19110,"AMAZON.COM.KYDC,INC",BB19110,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 3318 units),L13 nz-avg (OOS: fill-rate 7% over 3318 units),308.8,319.2,8028,8298,270,3.4
1864-BB21644,"AMAZON.COM.KYDC,INC",BB21644,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 1368 units),L13 nz-avg (OOS: fill-rate 8% over 1368 units),148.2,153.2,3852,3984,132,3.4
1864-BB26053,"AMAZON.COM.KYDC,INC",BB26053,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 11% over 3800 units),L13 nz-avg (OOS: fill-rate 11% over 3800 units),445.5,460.6,11584,11976,392,3.4
1864-BB26921,"AMAZON.COM.KYDC,INC",BB26921,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 3162 units),L13 nz-avg (OOS: fill-rate 7% over 3162 units),250.8,259.4,6522,6744,222,3.4
1864-BB33246,"AMAZON.COM.KYDC,INC",BB33246,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 2436 units),L13 nz-avg (OOS: fill-rate 7% over 2436 units),206.3,213.2,5364,5544,180,3.4
1864-BB35639,"AMAZON.COM.KYDC,INC",BB35639,Croston's,Croston's,,,6.7,6.9,174,180,6,3.4
1864-BB35916,"AMAZON.COM.KYDC,INC",BB35916,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 5% over 345 units),L13 nz-avg (OOS: fill-rate 5% over 345 units),20.5,21.2,534,552,18,3.4
1864-BB38155,"AMAZON.COM.KYDC,INC",BB38155,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 4878 units),L13 nz-avg (OOS: fill-rate 6% over 4878 units),286.8,296.5,7458,7710,252,3.4
1864-BB0098PCS2,"AMAZON.COM.KYDC,INC",BB0098PX2,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 1755 units),L13 nz-avg (OOS: fill-rate 7% over 1755 units),127.4,131.5,3312,3420,108,3.3
1864-BB0760,"AMAZON.COM.KYDC,INC",BB0760,Croston's,Croston's,,,6.9,7.2,180,186,6,3.3
1864-BB11150,"AMAZON.COM.KYDC,INC",BB11150,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 1452 units),L13 nz-avg (OOS: fill-rate 9% over 1452 units),140.1,144.7,3642,3762,120,3.3
1864-BB13436,"AMAZON.COM.KYDC,INC",BB13436,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 6828 units),L13 nz-avg (OOS: fill-rate 9% over 6828 units),733.8,757.8,19080,19704,624,3.3
1864-BB19112,"AMAZON.COM.KYDC,INC",BB19112,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 2040 units),L13 nz-avg (OOS: fill-rate 6% over 2040 units),190.2,196.4,4944,5106,162,3.3
1864-BB21949,"AMAZON.COM.KYDC,INC",BB21949,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 1728 units),L13 nz-avg (OOS: fill-rate 8% over 1728 units),151.6,156.7,3942,4074,132,3.3
1864-BB21950,"AMAZON.COM.KYDC,INC",BB21950,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 894 units),L13 nz-avg (OOS: fill-rate 9% over 894 units),105.2,108.7,2736,2826,90,3.3
1864-BB26411PCS2,"AMAZON.COM.KYDC,INC",BB26411PCS2,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 1904 units),L13 nz-avg (OOS: fill-rate 8% over 1904 units),159.5,164.8,4148,4284,136,3.3
1864-BB26924,"AMAZON.COM.KYDC,INC",BB26924,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 984 units),L13 nz-avg (OOS: fill-rate 9% over 984 units),99.2,102.5,2580,2664,84,3.3
1864-BB28473PCS12,"AMAZON.COM.KYDC,INC",BB28473PCS12,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 11% over 635 units),L13 nz-avg (OOS: fill-rate 11% over 635 units),62.5,64.5,1624,1678,54,3.3
1864-BB29120,"AMAZON.COM.KYDC,INC",BB29120,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 1824 units),L13 nz-avg (OOS: fill-rate 8% over 1824 units),145.6,150.5,3786,3912,126,3.3
1864-BB0125,"AMAZON.COM.KYDC,INC",BB0125,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 1482 units),L13 nz-avg (OOS: fill-rate 8% over 1482 units),137.3,141.7,3570,3684,114,3.2
1864-BB13435,"AMAZON.COM.KYDC,INC",BB13435,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 9336 units),L13 nz-avg (OOS: fill-rate 7% over 9336 units),503.5,519.7,13092,13512,420,3.2
1864-BB14812,"AMAZON.COM.KYDC,INC",BB14812,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 8940 units),L13 nz-avg (OOS: fill-rate 9% over 8940 units),898.5,927.3,23360,24110,750,3.2
