key,cust,mstyle,desc,model,baseline_mode,old_wkly,new_wkly,old_26w,new_26w,delta_pct
1864-BB13447CLR/12,"AMAZON.COM.KYDC,INC",BB13447CLR/12,"G4K - 9oz Paper Cups, 20ct - Unicorns",Croston's,,96.9,133.8,2520,3480,38.1
1864-FF20207,"AMAZON.COM.KYDC,INC",FF20207,Arm & Hammer Waterless Bath Spray 8oz Ma,Croston's,,30.7,19.2,798,498,-37.6
1864-BB0217PCS6,"AMAZON.COM.KYDC,INC",BB0217PCS6,Clorox Scentiva Ã‚Â– Dish Soap Ã‚Â– 26oz,Croston's,,1.8,2.5,48,66,37.5
1864-BB33249,"AMAZON.COM.KYDC,INC",BB33249,"Glad - 16oz Plastic Cups, 20ct - Lobster",Sparse Intermittent,,14.8,20.3,384,528,37.5
1864-FF7619PCS2,"AMAZON.COM.KYDC,INC",FF7619PCS2,Arm & Hammer Adv Care Tartar Control Den,Croston's,,64.6,88.8,1680,2310,37.5
1864-FF27265,"AMAZON.COM.KYDC,INC",FF27265,BurtÃ‚Â’s Bees Manuka Honey Itch Soothin,Croston's,,295.6,405.9,7686,10554,37.3
1864-FF15584,"AMAZON.COM.KYDC,INC",FF15584,Palmer's for Pets Direct Relief Lotion S,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 15648 units),2012.3,1263.7,52320,32856,-37.2
1864-BB30188,"AMAZON.COM.KYDC,INC",BB30188,Fabuloso Small Scrub Brush w/ Handle (Wh,Croston's,,1521.7,958.2,39564,24912,-37.0
1864-FF31327,"AMAZON.COM.KYDC,INC",FF31327,Arm & Hammer Odor Control Powder - 4.2 o,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 5% over 8088 units),486.0,306.9,12636,7980,-36.8
1864-FF7258PCS6,"AMAZON.COM.KYDC,INC",FF7258PCS6,Burts Bees Oatmeal Dog Shampoo with Coll,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 67 units),4.4,6.0,114,156,36.8
1864-BB29489,"AMAZON.COM.KYDC,INC",BB29489,"G4K Disney - 3oz Paper Bath Cups, 20ct  ",Croston's,,260.3,166.2,6768,4320,-36.2
1864-BB26280,"AMAZON.COM.KYDC,INC",BB26280,"Glad Holiday - 7"" Round Paper Plates, 30",Croston's,,49.8,67.8,1296,1764,36.1
1864-FF4934AMZ,"AMAZON.COM.KYDC,INC",FF4934AMZ,Burt's Bees Eye Wash for Dogs 4oz,Sparse Intermittent,,448.6,609.2,11664,15840,35.8
1864-FF33545,"AMAZON.COM.KYDC,INC",FF33545,Burt's Bees Manuka Honey Toothpaste for ,Croston's,,12.9,8.3,336,216,-35.7
1864-BB21038,"AMAZON.COM.KYDC,INC",BB21038,Fabuloso Tile Brush w/ Spot Scrubber (Wh,Croston's,,101.5,137.5,2640,3576,35.5
1864-BB35094PCS6,"AMAZON.COM.KYDC,INC",BB35094PCS6,Gladware - Tall Entree 42oz - Large Squa,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 196 units),16.2,10.5,421,272,-35.4
1864-FF6553PCS2,"AMAZON.COM.KYDC,INC",FF6553PCS2,Burt's Bees Oatmeal Dog Shampoo for Dogs,Croston's,,15.0,9.7,390,252,-35.4
1864-BB14500,"AMAZON.COM.KYDC,INC",BB14500,"G4K - 12oz Paper Snack Bowls w/o lid, 20",Croston's,,351.2,227.8,9132,5922,-35.2
1864-SF8174EC,"AMAZON.COM.KYDC,INC",SF8174EC,Arm & Hammer Tartar Control Dental Spray,Croston's,,499.4,324.0,12984,8424,-35.1
1864-BB13448,"AMAZON.COM.KYDC,INC",BB13448,"G4K - 9oz Paper Cups, 20ct- Dinosaurs",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 11% over 4716 units),715.2,464.8,18594,12084,-35.0
1864-FF12653PCS2,"AMAZON.COM.KYDC,INC",FF12653PCS2,Arm & Hammer Ultra Fresh 2-in-1 Detangli,Croston's,,2.3,1.5,60,39,-35.0
1864-FF8832,"AMAZON.COM.KYDC,INC",FF8832,Arm & Hammer: Super Treadz Gator Toy for,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 0% over 4512 units),195.2,127.4,5076,3312,-34.8
1864-BB22116,"AMAZON.COM.KYDC,INC",BB22116,Clorox Fraganzia - In-Wash Scent Booster,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 10% over 10002 units),1238.8,808.6,32208,21024,-34.7
1864-BB16450,"AMAZON.COM.KYDC,INC",BB16450,Clorox Fraganzia - Air Freshener Beads -,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 816 units),51.2,68.8,1332,1788,34.2
1864-BB29489/12,"AMAZON.COM.KYDC,INC",BB29489/12,"G4K Disney - 3oz Paper Bath Cups, 20ct -",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 4% over 737 units),28.6,38.3,744,996,33.9
1864-FF12508,"AMAZON.COM.KYDC,INC",FF12508,A&H Pet Scents Deodorizing Gel Beads - L,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 20016 units),1212.0,1622.8,31512,42192,33.9
1864-FF31324PCS6,"AMAZON.COM.KYDC,INC",FF31324PCS6,Arm & Hammer Odor Control No-Rinse Foam ,Croston's,,2.3,1.5,59,39,-33.9
1864-FF31823,"AMAZON.COM.KYDC,INC",FF31823,Fresh Step Litter Box Scent Crystals in ,Croston's,,125.3,82.8,3258,2154,-33.9
1864-FF7372,"AMAZON.COM.KYDC,INC",FF7372,Burts Bees Cat Dander Wipes-50ct,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 11940 units),1525.8,1011.2,39672,26292,-33.7
1864-FF30757,"AMAZON.COM.KYDC,INC",FF30757,Wet Ones - Antibacterial Heavy Duty Paw ,Croston's,,294.5,195.7,7656,5088,-33.5
1864-FF6553AMZ,"AMAZON.COM.KYDC,INC",FF6553AMZ,Burt's Bees Oatmeal Dog Shampoo for Dogs,Croston's,,596.1,396.5,15498,10308,-33.5
1864-BB0018EC,"AMAZON.COM.KYDC,INC",BB0018EC,Clorox - Dishwashing Liquid w/ Oxi - 26o,Sparse Intermittent,,29.1,38.8,756,1008,33.3
1864-BB0191PCS2,"AMAZON.COM.KYDC,INC",BB0191PCS2,Clorox Fraganzia - Dryer Sheets - 105ct ,Sparse Intermittent,,55.0,36.7,1431,954,-33.3
1864-BB11417FL/12,"AMAZON.COM.KYDC,INC",BB11417FL/12,Kingsford - Wooden Fire Starter Rolls - ,Croston's,,9.7,6.5,252,168,-33.3
1864-BB16535PCS12,"AMAZON.COM.KYDC,INC",BB16535PCS12,Clorox Fraganzia - Aerosol Air Freshener,Sparse Intermittent,,0.3,0.5,9,12,33.3
1864-BB20228PCS24,"AMAZON.COM.KYDC,INC",BB20228PCS24,Glad Kids - Disposable Paper Bibs - Shar,Sparse Intermittent,,0.1,0.2,3,4,33.3
1864-BB26411PCS8,"AMAZON.COM.KYDC,INC",BB26411PCS8,"Glad Kids - 8.5"" Round Paper Plate - 40c",Sparse Intermittent,,1.7,1.2,45,30,-33.3
1864-BB30276,"AMAZON.COM.KYDC,INC",BB30276,Clorox Fraganzia - Liquid Detergent - 40,New/Relaunch,,9.0,6.0,234,156,-33.3
1864-BB30276PCS6,"AMAZON.COM.KYDC,INC",BB30276PCS6,Clorox Fraganzia - Liquid Detergent - 40,Sparse Intermittent,,0.8,0.5,21,14,-33.3
1864-BB36317,"AMAZON.COM.KYDC,INC",BB36317,"Glad - 16oz Paper Bowls, 50ct - Blue Flo",Sparse Intermittent,,5.5,3.7,144,96,-33.3
1864-BB36979,"AMAZON.COM.KYDC,INC",BB36979,Kingsford Butcher Paper - Unprinted,Heuristic,,8.3,11.1,216,288,33.3
1864-FF12824PCS12,"AMAZON.COM.KYDC,INC",FF12824PCS12,Wags & Wiggles Polish Multipurpose Wipes,Sparse Intermittent,,0.2,0.3,6,8,33.3
1864-FF26536,"AMAZON.COM.KYDC,INC",FF26536,Disney: Minnie Mouse Plush Figure Toy-9i,Sparse Intermittent,,2.8,3.7,72,96,33.3
1864-FF31452,"AMAZON.COM.KYDC,INC",FF31452,"Arm & Hammer Dental Treats for Dogs, Smo",Sparse Intermittent,,8.3,5.5,216,144,-33.3
1864-FF4776AMZ2,"AMAZON.COM.KYDC,INC",FF4776AMZ2,Burts Bees Oatmeal Dog Conditioner with ,Sparse Intermittent,,132.9,88.6,3456,2304,-33.3
1864-FF5766AMZ2,"AMAZON.COM.KYDC,INC",FF5766AMZ2,"Burts Bees Hypoallergenic Shampoo Cat , ",Sparse Intermittent,,94.2,62.8,2448,1632,-33.3
1864-FF7372PCS2,"AMAZON.COM.KYDC,INC",FF7372PCS2,"Burts Bees Cat Dander Wipes, 50 Count - ",Sparse Intermittent,,85.2,56.8,2214,1476,-33.3
1864-FF7612PCS24,"AMAZON.COM.KYDC,INC",FF7612PCS24,"Arm & Hammer Dental Treats for Dogs, Nub",Sparse Intermittent,,0.2,0.3,6,8,33.3
1864-BB0150PCS12,"AMAZON.COM.KYDC,INC",BB0150PCS12,Clorox Fraganzia - Air Freshener Beads -,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 741 units),39.4,52.4,1025,1363,33.0
1864-FF6989,"AMAZON.COM.KYDC,INC",FF6989,Arm & Hammer Tartar Control Dental Kit f,Croston's,,710.8,945.2,18480,24576,33.0
1864-FF32840PCS4,"AMAZON.COM.KYDC,INC",FF32840PCS4,Glad for Pets Heavy Duty Activated Carbo,Croston's,,2.3,1.6,61,41,-32.8
1864-BB0151PCS6,"AMAZON.COM.KYDC,INC",BB0151PCS6,Clorox Fraganzia - Air Freshener Beads -,Heuristic,,3.8,5.0,98,130,32.7
1864-FF4930AMZ2,"AMAZON.COM.KYDC,INC",FF4930AMZ2,Burt's Bees Soothing Hot Spot Spray with,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 3% over 855 units),17.0,22.5,441,585,32.7
1864-BB28480,"AMAZON.COM.KYDC,INC",BB28480,Clorox Fraganzia - Gel Air Freshener Con,Croston's,,184.2,244.2,4788,6348,32.6
1864-FF22031,"AMAZON.COM.KYDC,INC",FF22031,Wags & Wiggles Cleanse Hypoallergenic Wi,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 23484 units),2817.7,1902.9,73260,49476,-32.5
1864-SF8174PCS2,"AMAZON.COM.KYDC,INC",SF8174PCS2,Arm & Hammer Tartar Control Dental Spray,Croston's,,141.2,186.9,3672,4860,32.4
1864-BB0520,"AMAZON.COM.KYDC,INC",BB0520,Clorox - Glass Cleaner - Aerosol - 2 x 1,Croston's,,6.5,8.5,168,222,32.1
1864-FF13879PCS2,"AMAZON.COM.KYDC,INC",FF13879PCS2,"Arm & Hammer Med. Male Wraps-15"" -23"" Wa",Croston's,,139.6,94.7,3630,2463,-32.1
1864-FF8990PCS12,"AMAZON.COM.KYDC,INC",FF8990PCS12,Fresh Step Litter Box Scent Crystals in ,Croston's,,3.2,2.2,84,57,-32.1
1864-FF9757,"AMAZON.COM.KYDC,INC",FF9757,Wags & Wiggles Freshen Deodorizing Shamp,Croston's,,63.7,43.4,1656,1128,-31.9
1864-BB11483PCS6,"AMAZON.COM.KYDC,INC",BB11483PCS6,"Kingsford - 10"" Heavy Duty Round Paper P",Sparse Intermittent,,8.8,11.7,230,303,31.7
1864-FF27268,"AMAZON.COM.KYDC,INC",FF27268,BurtÃ‚Â’s Bees Manuka Honey Multipurpose,Croston's,,14.5,19.2,378,498,31.7
1864-FF5766AMZ,"AMAZON.COM.KYDC,INC",FF5766AMZ,Burt's Bees Hypoallergenic Shampoo for C,Croston's,,1115.3,1468.8,28998,38190,31.7
1864-FF22323,"AMAZON.COM.KYDC,INC",FF22323,"Arm & Hammer: Barkies 5"" PP+Pine Saw Dus",Croston's,,35.1,24.0,912,624,-31.6
1864-FF5773,"AMAZON.COM.KYDC,INC",FF5773,Burts Bees Kitten wipes -50ct,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 5634 units),361.6,473.5,9402,12312,31.0
1864-BB35093,"AMAZON.COM.KYDC,INC",BB35093,"Gladware Everyday - Soup & Salad 24oz, M",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 11% over 3336 units),203.3,266.1,5286,6918,30.9
1864-BB16180PCS2,"AMAZON.COM.KYDC,INC",BB16180PCS2,Kingsford - Red Blue and White Assorted ,Croston's,,3.0,2.1,78,54,-30.8
1864-FF10479PCS6,"AMAZON.COM.KYDC,INC",FF10479PCS6,Arm & Hammer Super Deodorizing Spray - K,Sparse Intermittent,,42.8,56.0,1113,1456,30.8
1864-FF13115,"AMAZON.COM.KYDC,INC",FF13115,"FRIENDS: 10"" Pivot Couch Plush Squeak To",Sparse Intermittent,,48.0,33.2,1248,864,-30.8
1864-FF20210PCS6,"AMAZON.COM.KYDC,INC",FF20210PCS6,Arm & Hammer Itch Relief Shampoo - Chamo,Croston's,,0.5,0.7,13,17,30.8
1864-FF25556,"AMAZON.COM.KYDC,INC",FF25556,DISNEY WINNIE THE POOH: Tigger on Rope B,Croston's,,12.0,8.3,312,216,-30.8
1864-FF7217,"AMAZON.COM.KYDC,INC",FF7217,Chi Tearless Puppy Shampoo For Dogs,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 1500 units),172.2,119.1,4476,3096,-30.8
1864-BB15258,"AMAZON.COM.KYDC,INC",BB15258,"G4K Paw Patrol - 7"" Round Paper Plates, ",Croston's,,226.2,156.9,5880,4080,-30.6
1864-FF30749,"AMAZON.COM.KYDC,INC",FF30749,Burt's Bees Paw Balm - INDIVIDUAL BOX PA,Croston's,,178.2,123.7,4632,3216,-30.6
1864-BB31553PCS3,"AMAZON.COM.KYDC,INC",BB31553PCS3,Glad Kids - 12oz Paper Snack Bowls no li,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 4% over 517 units),50.5,35.1,1312,912,-30.5
1864-BB38155,"AMAZON.COM.KYDC,INC",BB38155,Kingsford - Compact Charcoal Chimney Sta,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 4878 units),217.8,284.3,5664,7392,30.5
1864-FF4930AMZ,"AMAZON.COM.KYDC,INC",FF4930AMZ,Burt's Bees Soothing Hot Spot Spray for ,Sparse Intermittent,,186.9,243.7,4860,6336,30.4
1864-FF37636,"AMAZON.COM.KYDC,INC",FF37636,Arm & Hammer Cat Odor Control & Dander R,Croston's,,62.5,81.5,1626,2118,30.3
1864-BB33530,"AMAZON.COM.KYDC,INC",BB33530,Clorox Fraganzia - In-Wash Scent Booster,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 1308 units),108.5,141.0,2820,3666,30.0
1864-BB35032,"AMAZON.COM.KYDC,INC",BB35032,"Gladware Freezerware - 24oz, Small Recta",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 11% over 1656 units),226.6,158.5,5892,4122,-30.0
1864-FF13878PCS6,"AMAZON.COM.KYDC,INC",FF13878PCS6,"Arm & Hammer Xsm. Male Wraps-9"" -14"" Wai",Croston's,,11.5,8.1,300,210,-30.0
1864-FF6305PCS2,"AMAZON.COM.KYDC,INC",FF6305PCS2,Arm & Hammer: Nubbies TriBone Chew Toy f,Sparse Intermittent,,138.5,180.0,3600,4680,30.0
1864-FF9290PCS6,"AMAZON.COM.KYDC,INC",FF9290PCS6,Arm & Hammer Complete Care Cat Dental Ri,Croston's,,3.1,2.2,80,56,-30.0
1864-BB31552,"AMAZON.COM.KYDC,INC",BB31552,"G4K - 12oz Paper Snack Bowls w/o lid, 20",Croston's,,1515.7,1062.0,39408,27612,-29.9
1864-BB0096,"AMAZON.COM.KYDC,INC",BB0096,"Glad - 8.5"" Square Paper Plates, 50ct - ",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 5004 units),525.7,369.7,13668,9612,-29.7
1864-FF5780,"AMAZON.COM.KYDC,INC",FF5780,Burts Bees Puppy Wipes -50ct,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 1554 units),182.3,128.1,4740,3330,-29.7
1864-BB34390,"AMAZON.COM.KYDC,INC",BB34390,Fabuloso-Sponges Purple 12 CT,Heuristic,,7.8,10.2,204,264,29.4
1864-FF12825,"AMAZON.COM.KYDC,INC",FF12825,Wags & Wiggles Freshen Deodorizing Wipes,Croston's,,219.7,155.1,5712,4032,-29.4
1864-FF34430,"AMAZON.COM.KYDC,INC",FF34430,A&H Heavy Duty Multi-Purpose Pet Wipes -,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 1638 units),124.8,88.2,3246,2292,-29.4
1864-BB15067,"AMAZON.COM.KYDC,INC",BB15067,"Glad - 7"" Square Paper Plates, 50ct - Gr",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 19% over 852 units),140.3,99.2,3648,2580,-29.3
1864-BB26584,"AMAZON.COM.KYDC,INC",BB26584,"G4K Disney - 12oz Paper Bowls, 40ct -  F",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 1208 units),82.2,58.2,2136,1512,-29.2
1864-FF31606,"AMAZON.COM.KYDC,INC",FF31606,Fresh Step Drawstring Litter Box Liners ,Croston's,,11.1,7.8,288,204,-29.2
1864-FF18404/4,"AMAZON.COM.KYDC,INC",FF18404/4,Wags & Wiggles Revive Waterless Bath Spr,Heuristic,,8.5,6.0,220,156,-29.1
1864-FF13154PCS2,"AMAZON.COM.KYDC,INC",FF13154PCS2,Fresh Step All in One Litter Scoop - In ,Croston's,,4.4,3.1,114,81,-28.9
1864-FF19546,"AMAZON.COM.KYDC,INC",FF19546,Glad for Pets OPP Scented Waste Bags Ref,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 8088 units),564.9,728.3,14688,18936,28.9
1864-BB30424,"AMAZON.COM.KYDC,INC",BB30424,Clorox Fraganzia - 6pk Deodorizing Balls,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 10% over 2700 units),462.5,329.1,12024,8556,-28.8
1864-FF36356,"AMAZON.COM.KYDC,INC",FF36356,DISNEY LILO & STITCH: Stitch Plush Figur,Heuristic,,3.2,2.3,84,60,-28.6
1864-FF17588,"AMAZON.COM.KYDC,INC",FF17588,Fresh Step Litter Crystals Value Size in,Croston's,,110.8,79.2,2880,2058,-28.5
1864-FF27264,"AMAZON.COM.KYDC,INC",FF27264,BurtÃ‚Â’s Bees Manuka Honey Waterless Sh,Croston's,,177.2,227.5,4608,5916,28.4
1864-BB0236,"AMAZON.COM.KYDC,INC",BB0236,"Glad - Assorted Cutlery, 150ct - Clear",Croston's,,12.2,15.7,318,408,28.3
1864-FF7216,"AMAZON.COM.KYDC,INC",FF7216,Chi Oatmeal Conditioner For Dogs,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 5652 units),423.7,303.7,11016,7896,-28.3
1864-FF13885PCS6,"AMAZON.COM.KYDC,INC",FF13885PCS6,"Glad for Pets Day to Night 30""x36"" Activ",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 162 units),12.7,9.1,329,237,-28.0
1864-BB35094,"AMAZON.COM.KYDC,INC",BB35094,"Gladware Everyday - Tall Entree 42oz, La",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 3408 units),315.5,227.8,8202,5922,-27.8
1864-FF14584PCS4,"AMAZON.COM.KYDC,INC",FF14584PCS4,Glad for Pets Jumbo Activated Carbon Tra,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 192 units),17.7,12.8,459,332,-27.7
1864-BB11917,"AMAZON.COM.KYDC,INC",BB11917,Kingsford - Grill Cleaner - Aerosol - 19,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 4% over 12480 units),850.2,1084.6,22104,28200,27.6
1864-FF27266,"AMAZON.COM.KYDC,INC",FF27266,BurtÃ‚Â’s Bees Manuka Honey Oatmeal Dog ,Croston's,,169.8,215.8,4416,5610,27.0
1864-FF12853PCS3,"AMAZON.COM.KYDC,INC",FF12853PCS3,Wet Ones Multipurpose Wipe for Cats - 50,Croston's,,89.2,65.4,2320,1700,-26.7
1864-BB0100PCS2,"AMAZON.COM.KYDC,INC",BB0100PCS2,"Glad - Everyday Round Paper Plates - 10""",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 5% over 376 units),36.5,26.8,948,696,-26.6
1864-BB0473PCS6,"AMAZON.COM.KYDC,INC",BB0473PCS6,Clorox Fraganzia - In-Wash Scent Booster,Seasonal Baseline,"L13 all-weeks avg (default: 2 legitimate zero weeks, fill-rate 7%)",2.5,3.1,64,81,26.6
1864-FF20209,"AMAZON.COM.KYDC,INC",FF20209,Arm & Hammer Shed Control Shampoo - Juic,Sparse Intermittent,,102.0,128.8,2652,3348,26.2
1864-FF36249,"AMAZON.COM.KYDC,INC",FF36249,"Arm & Hammer Dental Treats for Dogs, Nub",Croston's,,54.7,69.0,1422,1794,26.2
1864-BB0151PCS12,"AMAZON.COM.KYDC,INC",BB0151PCS12,Clorox Fraganzia - Air Freshener Beads -,Croston's,,4.9,6.2,127,160,26.0
1864-BB30189,"AMAZON.COM.KYDC,INC",BB30189,Fabuloso Hand-Held Scrub Brush (White Pe,Croston's,,397.8,295.4,10344,7680,-25.8
1864-FF8990,"AMAZON.COM.KYDC,INC",FF8990,Fresh Step Litter Box Scent Crystals in ,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 73872 units),4848.0,6092.3,126048,158400,25.7
1864-BB0082,"AMAZON.COM.KYDC,INC",BB0082,Pine-Sol - Furniture Polish Aerosol- 12.,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 270 units),18.9,23.8,492,618,25.6
1864-BB13448PCS3,"AMAZON.COM.KYDC,INC",BB13448PCS3,Glad Kids - 9oz Paper Cup - 20ct - Dinos,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 2226 units),150.5,189.1,3914,4916,25.6
1864-FF12846,"AMAZON.COM.KYDC,INC",FF12846,Wet Ones Anti-Bacterial Paw/Tushie Wipe ,Croston's,,263.1,330.5,6840,8592,25.6
1864-BB26053,"AMAZON.COM.KYDC,INC",BB26053,"G4K Disney - 8.5"" Round Paper Plates, 40",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 11% over 3800 units),590.5,440.6,15352,11456,-25.4
1864-BB26612PCS2,"AMAZON.COM.KYDC,INC",BB26612PCS2,Glad Kids - 3oz Paper Bath Cup - 20ct - ,Sparse Intermittent,,5.5,4.2,144,108,-25.0
1864-BB31552PCS24,"AMAZON.COM.KYDC,INC",BB31552PCS24,Glad Kids - 12oz Paper Snack Bowls no li,Sparse Intermittent,,0.3,0.2,8,6,-25.0
1864-BB35097PCS3,"AMAZON.COM.KYDC,INC",BB35097PCS3,Gladware - Family Size 104oz - XL Square,Croston's,,0.2,0.1,4,3,-25.0
1864-BB36976,"AMAZON.COM.KYDC,INC",BB36976,Glad - Standard Aluminum Foil - 200sq-ft,Sparse Intermittent,,11.1,8.3,288,216,-25.0
1864-BB38937,"AMAZON.COM.KYDC,INC",BB38937,"Glad Americana- 18oz Plastic Cups, - 50c",Sparse Intermittent,,5.5,6.9,144,180,25.0
1864-FF11353PCS12,"AMAZON.COM.KYDC,INC",FF11353PCS12,GLAD Value Pack - 360 Heavy-Duty Waste B,Sparse Intermittent,,0.2,0.1,4,3,-25.0
1864-FF20206PCS2,"AMAZON.COM.KYDC,INC",FF20206PCS2,Arm & Hammer Itch Relief Spray & *** 2 P,Croston's,,0.5,0.3,12,9,-25.0
1864-FF21834,"AMAZON.COM.KYDC,INC",FF21834,Disney: Halloween Disney Villains Malefi,Sparse Intermittent,,3.7,2.8,96,72,-25.0
1864-FF7531PCS3,"AMAZON.COM.KYDC,INC",FF7531PCS3,Chi Soft Pivoting Slicker Brush - Small ,Croston's,,1.2,0.9,32,24,-25.0
1864-FF8287,"AMAZON.COM.KYDC,INC",FF8287,Arm & Hammer Tartar Control Dental Train,Sparse Intermittent,,184.6,138.5,4800,3600,-25.0
1864-FF8424PCS36,"AMAZON.COM.KYDC,INC",FF8424PCS36,Fresh Step Drawstring Litter Box Liners ,Sparse Intermittent,,0.3,0.2,8,6,-25.0
1864-FF22317PCS2,"AMAZON.COM.KYDC,INC",FF22317PCS2,"Arm & Hammer: Barkies 8"" PP+Pine Saw Dus",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 420 units),48.5,36.5,1260,948,-24.8
1864-BB24711,"AMAZON.COM.KYDC,INC",BB24711,Fabuloso Microfiber Cleaning Cloths Rain,Croston's,,32.7,24.6,850,640,-24.7
1864-FF12823,"AMAZON.COM.KYDC,INC",FF12823,Wags & Wiggles Nourish Moisturizing Wipe,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 34128 units),2219.5,2767.4,57708,71952,24.7
1864-FF12376,"AMAZON.COM.KYDC,INC",FF12376,Biosilk for Dogs Silk Therapy Detangling,Croston's,,1072.2,808.8,27876,21030,-24.6
1864-FF12378,"AMAZON.COM.KYDC,INC",FF12378,Biosilk for Dogs Silk Therapy Conditione,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 852 units),72.2,54.5,1878,1416,-24.6
1864-BB16450PCS12,"AMAZON.COM.KYDC,INC",BB16450PCS12,Clorox Fraganzia - Air Freshener Beads -,Croston's,,7.7,9.6,201,250,24.4
1864-FF12302/24EC,"AMAZON.COM.KYDC,INC",FF12302/24EC,A&H Complete Care Dog Dental Spray in Mi,Croston's,,527.1,655.4,13704,17040,24.3
1864-BB21250,"AMAZON.COM.KYDC,INC",BB21250,Kingsford - Grill Brush,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 33192 units),2196.9,2726.8,57120,70896,24.1
1864-BB19948,"AMAZON.COM.KYDC,INC",BB19948,"Glad Holiday - 12oz Paper Bowls, 20ct - ",Croston's,,46.2,35.1,1200,912,-24.0
1864-BB35096,"AMAZON.COM.KYDC,INC",BB35096,"Gladware Everyday - Deep Dish 64oz, Larg",Croston's,,656.1,813.7,17058,21156,24.0
1864-BB0235,"AMAZON.COM.KYDC,INC",BB0235,"Glad - 12oz Paper Bowls, 20ct - Purple V",Sparse Intermittent,,49.2,60.9,1278,1584,23.9
1864-BB26613,"AMAZON.COM.KYDC,INC",BB26613,G4K Disney - 6oz Paper Snack Bowls w/o l,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 1350 units),94.6,116.9,2460,3040,23.6
1864-BB0125PCS6,"AMAZON.COM.KYDC,INC",BB0125PCS6,Glad - Everyday Square Paper Plates - 10,Seasonal Baseline,L13 nz-avg (post-event drawdown: 3/4 recent zeros after 100% active prior period),2.0,1.5,51,39,-23.5
1864-SF8170PCS48,"AMAZON.COM.KYDC,INC",SF8170PCS48,Arm & Hammer Tartar Control Dental Kit f,Croston's,,2.6,2.0,68,52,-23.5
1864-FF5769AMZ,"AMAZON.COM.KYDC,INC",FF5769AMZ,Burt's Bees Tearless Kitten Shampoo 10oz,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 10050 units),768.0,947.3,19968,24630,23.3
1864-FF34974,"AMAZON.COM.KYDC,INC",FF34974,Glad for Pets OPP Scented Waste Bags Ref,Croston's,,50.8,62.5,1320,1626,23.2
1864-BB16537PCS2,"AMAZON.COM.KYDC,INC",BB16537PCS2,Clorox Fraganzia - Aerosol Air Freshener,Heuristic,,9.0,6.9,234,180,-23.1
1864-FF15585PCS3,"AMAZON.COM.KYDC,INC",FF15585PCS3,Palmer's for Pets Dog Wipes with Cocoa B,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 5% over 208 units),8.0,9.8,208,256,23.1
1864-FF7260AMZ2,"AMAZON.COM.KYDC,INC",FF7260AMZ2,Burts Bees Deodorizing Shampoo with Appl,Croston's,,3.0,2.3,78,60,-23.1
