
[run] BASELINE (no smoothing)
      C:\Python314\python.exe C:\Users\steven\.claude\skills\inventory-forecaster-cc\scripts\inventory_forecaster.py --customer WAL MART STORES --dry-run --out C:\Users\steven\.claude\skills\inventory-forecaster-cc\backtest_vp_q2_base.json

==================================================================
  Inventory Forecaster — Pets+People
==================================================================
  Manual projection columns: 04_19_W1 → 10_11_W26

[1/4] Pulling projections from Quickbase ...
      166 records retrieved

[2/4] Pulling master pack + Season from Styles ...
      166 master pack records loaded (0 with Season tag)

[3/4] Running forecasts ...
      Mstyle-family index: 158 mstyles with active siblings
      Customer-baseline  : 1 customers  (global median wk-rate: 33.7)
      166 forecasts complete in 0.0s
      Croston's: 65  Heuristic: 6  Inactive: 9  New/Relaunch: 7  OTB (zero): 2  Seasonal Baseline: 62  Sparse Intermittent: 15  Bi-weekly enforced: 0  Alerts (>5%): 140
      Saved → C:\Users\steven\.claude\skills\inventory-forecaster-cc\backtest_vp_q2_base.json
      Open viewer: python scripts/viewer.py --results backtest_vp_q2_base.json

[DRY RUN] Skipping write-back.

==================================================================
  COMPLETE  |  166 records  |  Total 26w demand: 2,977,704
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF25689             240    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       9  +84.6% 
  Man 23011-FF25689               5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5       5
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF25895               0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +100.0% 
  Man 23011-FF25895              12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12      12
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF27687               9    0    0    0    9    0    0    0    9    0    0    0    9    0    0    0    9    0    0    0    9    0    0    0    9    0       2  +75.8% 
  Man 23011-FF27687              10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10      10
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF27997              10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10      10  +60.0% 
  Man 23011-FF27997              25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25      25
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF28402               0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +0.0% 
  Man 23011-FF28402               0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF28429               0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +100.0% 
  Man 23011-FF28429               5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5       5
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF28457             444    0  672    0  672    0  672    0  672    0  672    0  672    0  672    0  672    0  672    0  672    0  672    0  672    0     327  +79.1% 
  Man 23011-FF28457               0  190  190  190  190  190  190  190  190  190  190  190  190  190  190  190  190  190  190  190  190  190  190  190  190  190     183
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF28459             300  276  276  300  300  288  300  288  444  492  468  348  396  432  624  600  372  420  336  324  324  396  324  480  360  348     378  +51.0% 
  Man 23011-FF28459             250  250  250  250  250  250  250  250  250  250  250  250  250  250  250  250  250  250  250  250  250  250  250  250  250  250     250
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF29220              12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12      12  +52.0% 
  Man 23011-FF29220              25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25      25
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF29319              36    0   60    0   60    0   60    0   60    0   60    0   60    0   60    0   60    0   60    0   60    0   60    0   60    0      29  +3.1% 
  Man 23011-FF29319              30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30      30
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF29833              12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12      12  +40.0% 
  Man 23011-FF29833              20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20      20
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF29834              48   48   48   48   48   48   48   48   48   48   48   48   48   48   48   48   48   48   48   48   48   48   48   48   48   48      48  +6.7% 
  Man 23011-FF29834              45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45      45
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF30114              24    0   24    0   24    0   24    0   24    0   24    0   24    0   24    0   24    0   24    0   24    0   24    0   24    0      12  +20.0% 
  Man 23011-FF30114              15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15      15
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF30361               0    0    0    0    0    0    0    0    0   24    0    0    0    0    0    0    0    0   24    0    0    0    0    0    0    0       2  +63.1% 
  Man 23011-FF30361               5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5       5
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF30363              24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24      24  +380.0% 
  Man 23011-FF30363               5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5       5
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF30364              24    0   24    0   24    0   24    0   24    0   24    0   24    0   24    0   24    0   24    0   24    0   24    0   24    0      12  +140.0% 
  Man 23011-FF30364               5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5       5
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF30426               6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6    6       6  +95.0% 
  Man 23011-FF30426               5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    0    0    0    0    0    0    0    0    0    0       3
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF30755             174    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       7  +85.1% 
  Man 23011-FF30755              45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45   45      45
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF30880             120  108  120  120  120  108  108   84   84   96   72   72   72   72   84   84   96  108  132  120  132  132   84  120   96   72     101  +25.8% 
  Man 23011-FF30880              80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80      80
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF31032              48   48   48   48   48   48   48   48   48   48   48   48   48   48   48   48   48   48   48   48   48   48   48   60   60   48      49  +39.8% 
  Man 23011-FF31032              35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35   35      35
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF31075             120  120  108  108  108  108  120  108  120  120  108  120  120  132  168  144  144  156  156  228  120  180  120  204  228  252     143  +50.6% 
  Man 23011-FF31075              95   95   95   95   95   95   95   95   95   95   95   95   95   95   95   95   95   95   95   95   95   95   95   95   95   95      95
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF31076              36    0   48    0   48    0   48    0   48    0   48    0   48    0   48    0   48    0   48    0   48    0   48    0   48    0      24  +5.8% 
  Man 23011-FF31076              25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25      25
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF31287              16    0   16    0   16    0   16    0   16    0   16    0   16    0   16    0   16    0   16    0   16    0   16    0   16    0       8  +65.2% 
  Man 23011-FF31287              23   23   23   23   23   23   23   23   23   23   23   23   23   23   23   23   23   23   23   23   23   23   23   23   23   23      23
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF31289              24    0   36    0   36    0   36    0   36    0   36    0   36    0   36    0   36    0   36    0   36    0   36    0   36    0      18  +64.9% 
  Man 23011-FF31289              50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50      50
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF31481              24   24   24   24   24   24   24   24   24   24   24   36   24   24   36   36   36   36   24   24   24   24   24   24   24   24      26  +31.5% 
  Man 23011-FF31481              20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20      20
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF31605             168    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       6  +67.1% 
  Man 23011-FF31605              15   15   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20      20
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF31606             312    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0      12  +55.4% 
  Man 23011-FF31606              50   50   50   50   50   50   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20      27
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF31607             216    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       8  +44.6% 
  Man 23011-FF31607              15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15      15
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF31608              60   60   60   60   60   60   60   72   72   72   72   72   72   72   72   72   72   96  120  180  168   72   72  132   96  108      84  +9.2% 
  Man 23011-FF31608             100  100  100  100  100  100   70   70   70   70   70   70   70   70   70   70   70   70   70   70   70   70   70   70   70   70      77
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF32148              84   96  108  108  108  120  144   96   72   72   84   72   84   72   84   96  108  120  108  120   96  108   84  144   84  120     100  +53.4% 
  Man 23011-FF32148              65   65   65   65   65   65   65   65   65   65   65   65   65   65   65   65   65   65   65   65   65   65   65   65   65   65      65
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF32149             168    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       6  +35.4% 
  Man 23011-FF32149              10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10      10
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF32363              90    0  150    0  150    0  150    0  150    0  150    0  150    0  150    0  150    0  150    0  150    0  150    0  150    0      73  +30.8% 
  Man 23011-FF32363             105  105  105  105  105  105  105  105  105  105  105  105  105  105  105  105  105  105  105  105  105  105  105  105  105  105     105
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF32364              30    0    0   60    0    0   60    0    0   60    0    0   60    0    0   60    0    0   60    0    0   60    0    0   60    0      20  +34.6% 
  Man 23011-FF32364              30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30      30
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF32824              24    0   24    0   24    0   24    0   24    0   24    0   24    0   24    0   24    0   24    0   24    0   24    0   24    0      12  +60.0% 
  Man 23011-FF32824              30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30      30
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF32840              24   24   24   24   28   28   28   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24      24  +12.6% 
  Man 23011-FF32840              28   28   28   28   28   28   28   28   28   28   28   28   28   28   28   28   28   28   28   28   28   28   28   28   28   28      28
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF34936             480  369  282  378  321  360  540  309  258  303  525  309  309  285  288  441  345  285  381  363  366  321  363  390  318  363     356  +6.3% 
  Man 23011-FF34936             325  358  358  358  358  286  286  286  286  286  358  358  358  358  376  376  376  376  301  301  301  301  301  358  358  358     335
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF34937             762  489  525  597  534  603  603  486  615  660  561  657  585  669  519  657  657  687  603  645  645  672  720  759  588  522     616  +3.3% 
  Man 23011-FF34937             580  638  638  638  638  510  510  510  510  510  638  638  638  638  670  670  670  670  536  536  536  536  536  638  638  638     596
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF34938            2164 2068 2720 2124 2160 2056 2952 1936 2100 2452 2464 2428 2196 2632 2240 2400 2276 2368 2480 2424 2624 2800 2032 2644 2480 2520   2,375  +0.4% 
  Man 23011-FF34938            2300 2530 2530 2530 2530 2024 2024 2024 2024 2024 2530 2530 2530 2530 2657 2657 2657 2657 2126 2126 2126 2126 2126 2530 2530 2530   2,366
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF35059            5649 5649 5649 5649 5649 5649 5649 5649 5649 5649 5649 5649 5649 5649 5649 5649 5649 5649 5649 5649 5649 5649 5649 5649 5649 5649   5,649  +6.9% 
  Man 23011-FF35059            5900 6490 6490 6490 6490 5192 5192 5192 5192 5192 6490 6490 6490 6490 6815 6815 6815 6815 5452 5452 5452 5452 5452 6488 6488 6488   6,068
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF38640            5148 5148 5148 5148 5148 5148 5148 5148 5040 4464 5412 8484 7584 4776 3816 4056 4344 4812 4428 4284 3720 3636 3732 3924 3744 3828   4,818  +45.1% 
  Man 23011-FF38640               0    0 9500 9500 9500 9500 9500 9500 9500 9500 9500 9500 9500 9500 9500 9500 9500 9500 9500 9500 9500 9500 9500 9500 9500 9500   8,769
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF38641            1332 1332 1332 1332 1332 1332 1332 1332 1296 1116 1536 2664 2076 1308  972 1068 1068 1188 1092 1188  996  900  900  924  900  888   1,259  +57.6% 
  Man 23011-FF38641               0 2500 2500 2500 2500 3200 3200 3200 3200 3200 3200 3200 3200 3200 3200 3200 3200 3200 3200 3200 3200 3200 3200 3200 3200 3200   2,969
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF38642            2904 2904 2904 2904 2904 2904 2904 2904 2796 2232 3096 5328 4044 2328 2376 2724 2652 2856 3036 3288 2604 2340 2928 3096 2292 2736   2,922  +7.6% 
  Man 23011-FF38642               0    0 5000 5000 5000 3200 3200 3200 3200 3200 3200 3200 3200 3200 3200 3200 3200 3200 3200 3200 3200 3200 3200 3200 3200 3200   3,162
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF4577                0    0    0    0    0    0    0   48    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       2  +63.1% 
  Man 23011-FF4577                5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5       5
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF4771COS           486  462  444  474  492  456  498  648  444  408  612  564  606  516  516  510  516  456  474  498  510  492  450  456  438  468     496  +1.3% 
  Man 23011-FF4771COS           500  506  506  506  506  430  430  430  430  430  581  581  581  581  482  482  482  482  449  449  449  449  449  519  519  519     490
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF4775COS          4824 4554 4398 4596 5382 4386 5328 6378 4752 4104 6150 5580 5370 4812 4710 4722 5508 4824 5004 5256 5442 5472 5568 4884 4734 4434   5,045  +6.3% 
  Man 23011-FF4775COS          5500 5567 5567 5567 5567 4732 4732 4732 4732 4732 6388 6388 6388 6388 5302 5302 5302 5302 4941 4941 4941 4941 4941 5715 5715 5715   5,386
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF4776               42   42   42   42   42   42   42   42   42   48   42   42   42   42   42   42   42   42   42   42   42   48   42   42   42   42      42  +41.5% 
  Man 23011-FF4776               30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30      30
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF4849COS           822  798  762  804  792  756  828  996  756  660  984  942  912  852  810  756  816  750  780  864  858  834  846  798  834  882     827  +6.2% 
  Man 23011-FF4849COS           900  911  911  911  911  774  774  774  774  774 1045 1045 1045 1045  867  867  867  867  808  808  808  808  808  935  935  935     881
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF4934               48   48   48   48   24   24   48   24   48   24   24   48   24   24   24   24   48   48   48   48   48   48   24   48   24   24      37  +7.7% 
  Man 23011-FF4934               40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40      40
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF4935               24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24   24      24  +20.0% 
  Man 23011-FF4935               20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20      20
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF5777               42   42   48   48   54   60   60   48   66   60   60   72   60   54   54   42   60   72   66   96   66   84   48   48   42   48      58  +15.4% 
  Man 23011-FF5777               50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50      50
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF5807COS           474  450  450  474  564  444  450  564  432  384  516  540  576  534  504  480  498  450  492  540  558  564  546  522  522  588     504  +3.0% 
  Man 23011-FF5807COS           500  506  506  506  506  430  430  430  430  430  581  581  581  581  482  482  482  482  449  449  449  449  449  519  519  519     490
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF5952              168  192  168  168  168  192  192  168  168  168  168  168  168  168  144  144  144  168  168  168  144  192  144  168  144  144     165  +106.5% 
  Man 23011-FF5952               80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80      80
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF6553               60   60   60   60   60   66   66   48   66   54   60   54   66   60   72   66   84   66   66   84   72   96   54   48   42   42      63  +21.5% 
  Man 23011-FF6553               80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80   80      80
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF6554                6    0    6    0    6    0    6    0    6    0    6    0    6    0    6    0    6    0    6    0    6    0    6    0    6    0       3  +0.0% 
  Man 23011-FF6554                3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3    3       3
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF7112              876  720  672  684  696 1008  714  654  846  900  870 1014 1020  924  864  810 1050  930 1050 1014  918 1362  738  720 1266  966     896  +12.2% 
  Man 23011-FF7112              688  756  834  815  799  849  771  746  841  704  807  872  791  853  810  766  905  828  741  804  732  859  796  807  790  790     798
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF7120              612  612  612  612  612  612  612  612  612  612  612  612  612  522  522  522  522  522  522  522  522  522  522  522  522  522     567  +41.4% 
  Man 23011-FF7120              955  960  963 1010 1087  904  937  973 1029  859  992  920  973 1014 1004 1080  975  998  831  952 1034  911  968 1036 1019  790     968
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF7210               24   24   24   24   24   24   24   24   24   24   24   24   24   12   12   12   12   12   12   12   12   12   12   12   12   12      18  +28.0% 
  Man 23011-FF7210               25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25      25
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF7215                0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +100.0% 
  Man 23011-FF7215               20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20      20
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF7216               24    0   24    0   24    0   24    0   24    0   24    0   24    0   24    0   24    0   24    0   24    0   24    0   24    0      12  +52.0% 
  Man 23011-FF7216               25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25   25      25
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF7217               24   24   24   24   24   24   24   24   24   24   24   24   24   12   12   12   12   12   12   12   12   12   12   12   12   12      18  +10.0% 
  Man 23011-FF7217               20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20      20
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF7218               12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12   12      12  +20.0% 
  Man 23011-FF7218               10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10      10
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF7221                0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +100.0% 
  Man 23011-FF7221               30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30      30
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF7228               36    0   36    0   36    0   36    0   36    0   36    0   36    0   24    0   24    0   24    0   24    0   24    0   24    0      15  +49.2% 
  Man 23011-FF7228               30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30      30
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF7258COS          3942 3768 3690 3684 4290 3744 4332 5502 3984 3342 4890 4782 5040 4110 4020 4512 4674 4092 4218 4242 4182 4098 4128 4080 3978 3858   4,199  +2.6% 
  Man 23011-FF7258COS          4400 4454 4454 4454 4454 3786 3786 3786 3786 3786 5111 5111 5111 5111 4242 4242 4242 4242 3953 3953 3953 3953 3953 4572 4572 4572   4,309
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF7261               90   90   90   90   90   90   90   90   90   90   90   90   90   90   90   90   90   90   90   90   90   90   90   90   90   90      90  +200.0% 
  Man 23011-FF7261               30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30   30      30
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF7263               12    0   18    0   18    0   18    0   18    0   18    0   18    0   18    0   18    0   18    0   18    0   18    0   18    0       9  +12.3% 
  Man 23011-FF7263               10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10   10      10
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF7266COS          3966 3618 3444 3402 3996 3306 3762 4494 3408 2946 4098 4050 4062 3666 3642 3948 4254 3606 3912 3792 3756 3990 4020 3984 3876 3672   3,795  +2.0% 
  Man 23011-FF7266COS          3800 3846 3846 3846 3846 3269 3269 3269 3269 3269 4413 4413 4413 4413 3663 3663 3663 3663 3414 3414 3414 3414 3414 3949 3949 3949   3,721
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF7267COS          2010 1788 1674 1650 2010 1602 1740 2130 1668 1362 1710 1908 1890 1776 1752 1818 1932 1554 1716 1764 1782 1824 1848 1830 1860 1920   1,789  +14.2% 
  Man 23011-FF7267COS          1600 1619 1619 1619 1619 1376 1376 1376 1376 1376 1858 1858 1858 1858 1542 1542 1542 1542 1437 1437 1437 1437 1437 1662 1662 1662   1,566
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF7372              498  486  438  570  516  516  570  456  600  504  630  648  600  564  606  888  642  570  588  552  510  708  498  684  510  594     575  +23.5% 
  Man 23011-FF7372              475  481  481  481  481  409  409  409  409  409  552  552  552  552  458  458  458  458  427  427  427  427  427  494  494  494     465
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF8256                0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +100.0% 
  Man 23011-FF8256               15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15      15
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF8258              144    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       6  +63.1% 
  Man 23011-FF8258               15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15   15      15
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF8298               36    0   36    0   36    0   36    0   36    0   36    0   36    0   36    0   36    0   36    0   36    0   36    0   36    0      18  +35.7% 
  Man 23011-FF8298               28   28   28   28   28   28   28   28   28   28   28   28   28   28   28   28   28   28   28   28   28   28   28   28   28   28      28
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF8423              504  504  504  504  504  504  504  504  504  504  504  504  504  504  504  504  504  504  504  504  504  504  504  504  504  504     504  +13.1% 
  Man 23011-FF8423              580  580  580  580  580  580  580  580  580  580  580  580  580  580  580  580  580  580  580  580  580  580  580  580  580  580     580
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF8424               36   36   36   36   36   36   36   36   36   36   36   36   36   36   36   36   36   36   36   36   36   36   36   36   36   36      36  +10.0% 
  Man 23011-FF8424               40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40      40
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF8425              144  144  144  180  180  180  180  108  108  108  108  144  144  144  144  108  144  144  144  216  180  216  108  108  108  108     144  +14.1% 
  Man 23011-FF8425              160  160  160  360  160  160  160  160  160  160  160  160  160  160  160  160  160  160  160  160  160  160  160  160  160  160     168
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF8431                0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +100.0% 
  Man 23011-FF8431                5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5    5       5
  -------------------------------------------------------------------------------------------------------------------------------------------------
  AI  23011-FF8649                0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0  +0.0% 
  Man 23011-FF8649                0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0       0
  -------------------------------------------------------------------------------------------------------------------------------------------------
